0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0.005,0,0.001,0,0.135,0,0.006,0.014,0,0,0.145,0.001,0,0,0.001,mutlu
0,0,0,0,0.061,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.001,0,0.004,0,0.061,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0.007,0,0.006,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0,0,0.001,0.002,0.048,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0.026,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0,0.002,0.006,0.002,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.005,0,0.001,0,0.135,0,0.006,0.002,0,0,0.145,0.001,0,0,0.001,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.015,0,0.006,0,0.041999999999999996,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.008,0,0.003,0,0.12,0,0.004,0.002,0,0,0.144,0.001,0,0,0.002,mutlu
0.009000000000000001,0.001,0,0,0.001,0,0.004,0.006,0,0,0.144,0,0,0,0.065,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.043,0,0.006,0.102,0.08399999999999999,0,0.001,0.008,0,0.002,0.045,0.004,0.008,0.07,0.013000000000000001,mutlu
0.025,0.01,0.011,0.05499999999999999,0.024,0.057,0.089,0.004,0.002,0.001,0.027,0.014,0.006,0.046,0.006,mutlu
0.031,0.011,0.009000000000000001,0.004,0.018000000000000002,0.004,0.01,0,0.004,0,0,0,0,0.006,0.016,mutlu
0.008,0.001,0.002,0.006,0.29500000000000004,0.034,0.004,0.001,0,0,0.002,0.002,0,0,0.001,mutlu
0.036,0,0,0.102,0.046,0,0,0.008,0,0.002,0,0,0.002,0.07,0.012,mutlu
0.009000000000000001,0,0.006,0,0.038,0.017,0.005,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.027,0,0.003,0.06,0.147,0,0.004,0.006,0,0.001,0.144,0.005,0.001,0.035,0.053,mutlu
0.008,0,0.006,0,0.04,0,0.005,0.002,0,0,0.189,0.004,0.006,0,0.002,mutlu
0.019,0.001,0.005,0.059,0.060000000000000005,0.034,0.004,0.007,0,0.001,0.144,0,0.001,0.035,0.008,mutlu
0.008,0.01,0.020999999999999998,0.004,0.041,0.057,0,0,0,0,0.023,0.021,0,0,0,mutlu
0.009000000000000001,0,0.003,0.004,0.119,0,0,0,0,0,0,0.001,0,0,0.006,mutlu
0.011,0,0.007,0,0.17200000000000001,0,0.003,0,0,0,0.046,0.005,0.006,0,0.001,mutlu
0.046,0.014,0.016,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.047,0.007,0.008,0.015,0.014,0.005,0.09899999999999999,0,0.002,0,0.004,0.005,0.005,0.019999999999999997,0.018000000000000002,mutlu
0.031,0.007,0.008,0.004,0.018000000000000002,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.007,0,0.003,0.002,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.018,0.001,0,0.054,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.008,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.064,mutlu
0.023,0.002,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.129,mutlu
0.005,0,0.001,0,0.134,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0.027,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.009999999999999998,0.035,0.07,mutlu
0.002,0,0.011,0,0.003,0,0.004,0.004,0,0,0.152,0.02,0,0.246,0.001,mutlu
0.027,0.003,0,0.051,0.028,0,0,0.004,0,0.001,0,0,0.001,0.065,0.07,mutlu
0,0,0.006,0,0.003,0,0,0.002,0,0,0.008,0.02,0,0.246,0,mutlu
0.017,0.01,0.013999999999999999,0.006,0.122,0.057,0.009,0,0,0,0.023,0.015,0,0,0.001,mutlu
0.008,0,0.007,0,0.041999999999999996,0,0.007,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.041999999999999996,0.009000000000000001,0.008,0.05499999999999999,0.043,0.004,0.01,0.004,0,0.001,0,0,0.001,0.07100000000000001,0.022,mutlu
0.009000000000000001,0,0.007,0,0.041999999999999996,0,0.007,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.019,0,0,0.051,0.023,0,0.089,0.004,0.002,0.001,0.004,0,0.006,0.046,0.006,mutlu
0.016,0.001,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.005,0,0.002,0,0.181,0.001,0.091,0,0.002,0.005,0.005,0.001,0.005,0.011,0,mutlu
0.013000000000000001,0.01,0.013999999999999999,0.004,0.12,0.057,0,0,0,0,0.023,0.015,0,0,0.001,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.046,0.014,0.016,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.035,0.008,0.009000000000000001,0.004,0.14800000000000002,0.004,0.012,0,0,0,0.001,0.001,0,0.006,0.08,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.014,0,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.007,0,0.004,0,0.119,0,0,0.004,0,0,0.024,0.001,0,0,0.001,mutlu
0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.012,0,0.02,0.016,0.135,0,0.016,0.002,0,0,0.145,0.012,0,0,0.001,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.015,0.001,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.065,mutlu
0.016,0,0.009000000000000001,0,0.17300000000000001,0,0.001,0,0,0,0.045,0.012,0.006,0,0.002,mutlu
0.021,0.005,0,0.002,0.006,0.003,0,0,0,0.004,0,0.004,0,0,0,mutlu
0.011,0.01,0.012,0.013,0.14,0.057,0.006,0.002,0,0,0.16799999999999998,0.019,0,0,0.046,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.026,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.009000000000000001,0.003,0,0,0.006,0,0,0,0,0,0,0,0,0.03,0.064,mutlu
0.013000000000000001,0.01,0.013999999999999999,0.004,0.12,0.057,0,0,0,0,0.023,0.015,0,0,0.001,mutlu
0.007,0,0.003,0,0.125,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.011,0,0.004,0,0.253,0,0.002,0,0,0,0.001,0.002,0,0,0.001,mutlu
0.037,0,0,0.102,0.046,0,0,0.008,0,0.002,0,0,0.002,0.07,0.012,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.015,0,0.004,0,0,0,0,0.006,0.016,mutlu
0.011,0,0.004,0,0.253,0,0.002,0,0,0,0.001,0.002,0,0,0.001,mutlu
0.015000000000000001,0.01,0.013999999999999999,0.004,0.126,0.057,0,0.001,0,0,0.033,0.015,0,0,0.001,mutlu
0.007,0,0.006,0.007,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.011,0,0.004,0,0.253,0,0.002,0,0,0,0.001,0.002,0,0,0.001,mutlu
0.002,0.002,0.012,0.004,0.014000000000000002,0,0.004,0.004,0,0,0.16299999999999998,0.024,0,0.175,0.001,mutlu
0.013,0,0.008,0,0.256,0.003,0.004,0.002,0,0,0.009000000000000001,0.022000000000000002,0,0.175,0.001,mutlu
0.001,0,0.006,0,0.002,0,0,0.005,0,0,0.003,0.01,0,0.187,0,mutlu
0.006,0.011,0.015,0.004,0.003,0.064,0,0.002,0,0,0.031,0.035,0,0.175,0.005,mutlu
0.011,0,0.004,0,0.253,0,0.002,0,0,0,0.001,0.002,0,0,0.001,mutlu
0,0,0,0,0.047,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0.004,0,0.001,0,0.195,0,0.002,0,0.008,0.001,0.003,0.022000000000000002,0,0,0,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0.001,0.005,0.01,0,0.187,0.128,mutlu
0.007,0.002,0.007,0,0.13999999999999999,0,0,0.002,0.002,0,0.008,0.034,0,0.175,0.001,mutlu
0.004,0,0.007,0,0.136,0,0.002,0.002,0,0,0.009000000000000001,0.020999999999999998,0,0.246,0,mutlu
0.004,0,0.002,0,0.134,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0.004,0,0.006,0,0.14600000000000002,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0.022,0,0.001,0.051,0.157,0,0.002,0.004,0,0.001,0.001,0.001,0.001,0.035,0.006,mutlu
0.007,0,0.003,0,0.13899999999999998,0,0,0,0.002,0,0,0.013999999999999999,0,0,0.001,mutlu
0.008,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.022,0,0.001,0.051,0.158,0.006,0.002,0.004,0,0.001,0.001,0.001,0.001,0.035,0.006,mutlu
0.004,0,0.001,0,0.154,0,0.002,0,0.002,0,0.001,0.013999999999999999,0,0,0,mutlu
0,0,0.005,0,0.013000000000000001,0,0,0,0,0,0,0,0,0,0,mutlu
0,0,0,0,0.061,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0.023,0,0,0.051,0.028999999999999998,0,0,0.005,0,0.002,0.012,0.004,0.001,0.03900000000000001,0.134,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.001,0,0,0.002,0.025,0,0.005,0.002,0,0.001,0.144,0.001,0,0,0.001,mutlu
0,0,0,0,0.08399999999999999,0,0,0,0.01,0.001,0.002,0.034,0,0,0,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.018,0,0.004,0.051,0.024,0,0,0.005,0,0.002,0.005,0.01,0.001,0.15100000000000002,0.134,mutlu
0.028999999999999998,0.017,0.019,0.008,0.076,0.061,0.01,0,0.008,0.001,0.025,0.035,0,0.006,0.016,mutlu
0.036,0.018000000000000002,0.022,0.008,0.14,0.061,0.01,0,0,0,0.023,0.015,0,0.006,0.017,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0.006,0.001,mutlu
0.015,0.004,0.007,0.002,0.054,0.003,0.001,0,0,0.004,0.045,0.015,0.006,0,0.001,mutlu
0.008,0,0.003,0.002,0.181,0,0,0,0.008,0.001,0.002,0.022000000000000002,0,0,0.001,mutlu
0.004,0,0.001,0,0.215,0,0.002,0,0.01,0.001,0.003,0.035,0,0,0,mutlu
0.008,0,0.008,0,0.132,0,0.004,0.002,0,0,0.144,0.001,0,0,0.002,mutlu
0,0.002,0,0,0.047,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0,0,0,0,0.047,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0.024,0.009000000000000001,0.008,0.008,0.018000000000000002,0.004,0.01,0,0,0,0,0,0,0.006,0.021,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.047,0.007,0.008,0.015,0.077,0.005,0.01,0,0.014,0.001,0.002,0.026000000000000002,0,0.009000000000000001,0.018000000000000002,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.004,0,0.001,0,0.181,0.001,0.002,0,0,0.005,0.001,0.001,0,0,0,mutlu
0.007,0,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.034,0.003,0.009000000000000001,0.002,0.19600000000000004,0.003,0.004,0.019,0,0,0.046,0.012,0.01,0,0.001,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.025,0.002,0.001,0.002,0.14100000000000001,0.003,0.002,0,0,0,0.001,0.001,0.004,0,0,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0,0,0,0,0.047,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0.008,0,0.002,0,0.315,0.001,0.004,0,0,0.005,0.002,0.002,0,0,0,mutlu
0.007,0.012,0.011,0.004,0.006,0.057,0,0,0,0.004,0.023,0.014,0,0.03,0,mutlu
0.024,0.007,0.011,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.047,0.007,0.008,0.015,0.015,0.005,0.014,0.002,0,0,0.144,0.005,0,0.009000000000000001,0.019000000000000003,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0,0,0.004,0.002,0.061,0,0,0,0.008,0.001,0.002,0.021,0.004,0,0,mutlu
0.005,0,0.001,0,0.195,0,0.091,0,0.01,0.001,0.007,0.022000000000000002,0.005,0.011,0,mutlu
0.007,0,0.003,0.002,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.007,0.002,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.001,mutlu
0.014,0.01,0.017,0.004,0.04,0.057,0.005,0.002,0,0,0.212,0.018000000000000002,0.006,0,0.002,mutlu
0,0,0,0,0.081,0,0,0,0.01,0.001,0.002,0.034,0,0,0,mutlu
0.025,0.007,0.022,0.006,0.014,0.004,0.015,0.004,0,0,0,0.005,0.004,0.006,0.016,mutlu
0.028,0.002,0,0.011,0.022,0.003,0,0,0,0,0,0.004,0.008,0.032,0.045,mutlu
0.002,0,0.007,0,0.002,0,0.004,0.004,0,0,0.152,0.02,0,0.175,0.001,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.008,0,0.019,0.016,0.001,0,0.014,0.002,0,0,0.144,0.011,0,0,0.001,mutlu
0.002,0,0,0,0.001,0,0.004,0.012,0,0.001,0.146,0,0,0,0.129,mutlu
0.004,0,0.001,0,0.215,0,0.002,0,0.01,0.001,0.003,0.035,0,0,0,mutlu
0.012,0,0.003,0,0.13,0,0,0,0,0,0,0.001,0,0.032,0.001,mutlu
0.007,0,0,0,0.016,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.005,0,0,0,0.011,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.006,0,0.002,0,0.011,0,0,0,0,0,0,0,0,0.041,0,mutlu
0.01,0,0,0,0.011,0,0.003,0,0,0,0,0,0,0.032,0.005,mutlu
0.005,0,0,0,0.011,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.005,0,0,0,0.011,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.016,0.001,0.003,0,0.119,0,0,0,0,0,0,0.001,0,0,0.065,mutlu
0.005,0,0,0,0.013999999999999999,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.005,0,0,0.002,0.015,0,0,0,0,0,0,0,0,0.032,0,mutlu
0.005,0,0.004,0.006,0.036000000000000004,0.034,0,0.002,0,0,0.003,0.01,0,0.14800000000000002,0.001,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0.001,0.005,0.01,0,0.187,0.128,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.012,0.001,0,0.006,0.037000000000000005,0.034,0.007,0.001,0,0,0,0,0,0.032,0.001,mutlu
0.019,0.001,0.009000000000000001,0.051,0.025,0,0,0.006,0,0.001,0.008,0.02,0.001,0.28700000000000003,0.006,mutlu
0,0,0.007,0,0.002,0,0,0.002,0,0,0.008,0.02,0,0.246,0,mutlu
0.004,0.002,0.001,0,0.195,0,0.002,0,0.008,0.001,0.003,0.022000000000000002,0,0,0,mutlu
0.005,0,0,0.006,0.035,0.034,0,0.001,0,0,0,0,0,0.032,0.001,mutlu
0.008,0,0.002,0,0.329,0,0.004,0,0.008,0.001,0.004,0.023000000000000003,0,0,0,mutlu
0.012,0,0.001,0,0.199,0,0.002,0,0.008,0.001,0.003,0.022000000000000002,0,0,0,mutlu
0,0.005,0.002,0.002,0.002,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.006,0,0,0.002,0,0.109,0,0,0.004,0,0.007,0,0,0,0.001,mutlu
0.014,0,0.012,0.006,0.1,0.034,0.002,0.001,0,0,0.09,0.008,0.012,0,0.003,mutlu
0.008,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.001,0.004,0.002,0,0.08299999999999999,0,0,0,0.035,0.001,0.002,0.034,0,0,0,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.001,0,0,0.006,0.086,0.034,0.004,0.003,0.008,0.001,0.146,0.021,0,0,0.002,mutlu
0.008,0,0,0,0.005,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.006,0.001,0,0,0,0.028,0.002,0,0.004,0,0.007,0,0,0,0,mutlu
0.001,0,0,0,0.048,0.001,0.004,0.002,0,0.005,0.144,0,0,0,0.001,mutlu
0.008,0,0.006,0,0.039,0,0.005,0.002,0,0,0.189,0.004,0.006,0,0.002,mutlu
0.004,0,0.001,0,0.154,0,0.002,0,0.002,0,0.001,0.013999999999999999,0,0,0,mutlu
0.007,0,0.019,0.016,0.081,0,0.01,0,0.01,0.001,0.002,0.045,0,0,0,mutlu
0.001,0,0,0,0.081,0,0,0,0.01,0.001,0.002,0.034,0,0,0,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0.016,0,0,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.007,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.006,0.002,0,0,0,0.034,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.006,0,0,0,0.008,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.015,0,0,0,0,mutlu
0.009000000000000001,0,0,0.002,0.047,0.029,0,0,0.004,0.005,0.007,0,0,0,0,mutlu
0.007,0,0.003,0.006,0.143,0.034,0,0.001,0,0,0,0.001,0,0,0.002,mutlu
0.040999999999999995,0.007,0.008,0.05499999999999999,0.037,0.004,0.01,0.004,0,0.001,0.007,0,0.001,0.041,0.022,mutlu
0.025,0.007,0.008,0.004,0.018000000000000002,0.004,0.019,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0.01,0.008,0.004,0.014,0.004,0.01,0,0,0,0,0,0,0.006,0.016,mutlu
0.011,0.01,0.011,0.01,0.036000000000000004,0.091,0,0.001,0,0,0.023,0.014,0,0.032,0.001,mutlu
0.009,0.002,0,0,0,0,0,0,0,0.008,0,0,0,0,0,mutlu
0.011,0.002,0,0,0,0,0,0,0,0.008,0,0,0,0,0,mutlu
0.007,0,0.003,0.006,0.143,0.034,0,0.001,0,0,0,0.001,0,0,0.002,mutlu
0.036,0.009000000000000001,0.009000000000000001,0.004,0.14800000000000002,0.004,0.012,0,0,0.008,0.001,0.001,0,0.006,0.016,mutlu
0.044,0.007,0.007,0.004,0.126,0.006,0.002,0,0,0.004,0,0.005,0.004,0,0.065,mutlu
0.036,0.004,0,0.051,0.023,0,0,0.004,0,0.017,0,0,0.001,0.035,0.006,mutlu
0.038,0.007,0,0.002,0.007,0.003,0,0,0,0.008,0,0,0.004,0,0.064,mutlu
0.026999999999999996,0.002,0,0.051,0.023,0,0,0.004,0,0.010000000000000002,0.002,0,0.001,0.035,0.134,mutlu
0.051,0.009000000000000001,0.008,0.05499999999999999,0.037,0.004,0.01,0.004,0,0.009000000000000001,0,0,0.001,0.041,0.022,mutlu
0.009,0.002,0,0,0,0,0,0,0.011,0.008,0,0,0,0,0,mutlu
0.009,0.002,0,0,0,0,0,0,0,0.008,0,0,0,0,0,mutlu
0,0,0.006,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.008,0,0.009000000000000001,0,0.038,0,0.001,0,0,0,0.045,0.004,0.006,0,0.001,mutlu
0.007,0.001,0.006,0,0.119,0,0.005,0,0,0.008,0,0.007,0.004,0,0.001,mutlu
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mutlu
0.015,0.001,0.003,0,0.122,0,0.004,0.006,0,0.001,0.16999999999999998,0.001,0,0,0.13,mutlu
0.014,0,0.006,0,0.238,0,0,0,0,0,0,0.002,0,0,0.002,mutlu
0.008,0,0.019,0.016,0,0,0.01,0,0,0,0,0.011,0,0,0,mutlu
0.005,0,0.005,0,0.138,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0,0,0.007,0,0.002,0,0,0.001,0,0,0.003,0.01,0,0.187,0,mutlu
0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,mutlu
0.004,0,0.005,0.004,0.001,0,0.002,0.01,0,0.001,0.002,0,0.008,0.071,0.128,mutlu
0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0.071,0,mutlu
0.008,0,0.006,0.002,0.135,0,0.002,0,0,0,0.001,0.001,0,0.071,0,mutlu
0.002,0.002,0.001,0,0.004,0,0.093,0.002,0.002,0.001,0.16099999999999998,0,0.005,0.011,0.129,mutlu
0.006,0,0,0,0,0.028,0,0,0.004,0,0.007,0,0,0,0,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0,0,0.004,0,0.001,0,0,0.002,0,0,0.008,0.02,0,0.175,0,mutlu
0.023,0.007,0.008,0.004,0.014,0.004,0.019,0,0,0,0,0,0,0.006,0.016,mutlu
0.023,0,0,0.011,0,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.046,0.014,0.016,0.008,0.028,0.008,0.02,0,0,0,0,0,0,0.012,0.032,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.001,0,0.004,0,0.002,0,0.004,0.016,0,0,0.152,0.02,0,0.175,0.001,mutlu
0.031,0,0,0.011,0.004,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.025,0.002,0.001,0.008,0.165,0.037000000000000005,0.002,0.001,0,0,0.001,0.001,0.004,0,0.001,mutlu
0.005,0,0.004,0,0.012,0,0,0.002,0,0,0.008,0.02,0,0.207,0,mutlu
0.006,0.01,0.011,0.004,0.001,0.057,0.003,0,0,0,0.023,0.06999999999999999,0,0,0,mutlu
0.002,0,0.004,0,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.046,0.007,0.008,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.018000000000000002,mutlu
0.048,0.007,0.01,0.015,0.014,0.005,0.188,0,0.004,0,0.008,0.005,0.01,0.06199999999999999,0.018000000000000002,mutlu
0.047,0.007,0.01,0.015,0.014,0.005,0.01,0,0,0,0,0.005,0,0.009000000000000001,0.028000000000000004,mutlu
0.001,0,0,0.002,0.003,0,0.015,0.002,0,0.001,0.146,0,0,0,0.129,mutlu
0.055,0.007,0.01,0.015,0.079,0.005,0.01,0,0.008,0.001,0.002,0.026000000000000002,0,0.009000000000000001,0.023000000000000003,mutlu
0.031,0,0,0.011,0.004,0.001,0.016,0,0,0,0,0.005,0.001,0.003,0.002,mutlu
0,0,0,0,0.061,0,0,0,0.008,0.001,0.002,0.021,0,0,0,mutlu
0.011,0.002,0,0,0.004,0,0.009,0,0,0.008,0,0,0,0,0,mutlu
0.07200000000000001,0.015,0.02,0.008,0.178,0.063,0.001,0.001,0,0,0.078,0.019,0.014,0,0.075,mutlu
0.015,0.001,0.003,0,0.119,0,0,0.004,0,0,0.024,0.001,0,0,0.065,mutlu
0,0.008,0,0,0.047,0.030000000000000002,0,0,0,0.005,0,0,0,0,0,mutlu
0.005,0.007,0.004,0.002,0.134,0,0.002,0,0.007,0,0.001,0.001,0,0.003,0,mutlu
0.018,0,0,0.051,0.023,0,0,0.004,0,0.057,0.002,0,0.001,0.035,0.006,mutlu
0.019,0,0.003,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.006,mutlu
0.031,0,0,0.011,0.004,0.001,0,0,0,0,0,0.005,0,0.003,0.002,mutlu
0.004,0,0.001,0,0.181,0.001,0.002,0,0,0.005,0.001,0.001,0,0,0,mutlu
0,0,0,0,0.051000000000000004,0.001,0,0,0,0.005,0,0,0,0,0,mutlu
0.032,0.011,0.019000000000000003,0.05499999999999999,0.29600000000000004,0.064,0.004,0.006,0,0.001,0.033,0.037000000000000005,0.001,0.281,0.011,mutlu
0.016,0.001,0,0,0.004,0,0,0,0,0,0,0,0,0,0.064,mutlu
0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0.128,mutlu
0.011,0.001,0.008,0,0.054,0,0.006,0,0,0,0.049,0.034999999999999996,0.006,0,0.001,mutlu
0.004,0,0.001,0,0.134,0,0.002,0,0,0,0.001,0.001,0,0,0,mutlu
0,0,0,0.002,0,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0.002,0.001,0,0.002,0.026000000000000002,0.08800000000000001,0,0,0,0,0,0.007,0,0,0.001,mutlu
0,0,0.005,0.002,0.012,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0,0,0,0.014,0,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0,0,0,0.002,0,0.081,0,0,0,0,0,0,0,0.006,0.001,mutlu
0.002,0,0.001,0.002,0.001,0.081,0,0,0,0,0,0,0,0,0.001,mutlu
0.03,0.003,0,0.051,0.023,0,0,0.004,0,0.003,0.004,0.004,0.001,0.035,0.336,mutlu
0.028999999999999998,0.001,0,0.051,0.023,0,0,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.03,0.001,0,0.051,0.023,0,0,0.004,0,0.002,0.002,0,0.001,0.035,0.198,mutlu
0.027999999999999997,0.001,0,0.053,0.023,0.017,0.004,0.004,0,0.001,0,0,0.001,0.035,0.07,mutlu
0.031000000000000003,0.005,0,0.051,0.028,0,0,0.004,0,0.001,0,0,0.009999999999999998,0.065,0.07,mutlu
0.035,0.003,0,0.051,0.023,0,0,0.004,0,0.009000000000000001,0,0,0.001,0.035,0.07,mutlu
0.001,0,0,0.002,0.001,0,0.004,0.002,0,0,0.144,0,0,0,0.001,mutlu
0.008,0.01,0.011,0.004,0.002,0.057,0.004,0.002,0,0,0.174,0.014,0,0.006,0.001,mutlu
0.009000000000000001,0.006,0.004,0.002,0.135,0,0.006,0.006,0,0,0.149,0.001,0,0,0.001,mutlu
