0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0.017,0.022,0,0.064,0.004,0.004,0.022,0.174,0.002,0,0.004,0,0,0.004,0.01,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.095,0.001,0,0.002,0,0,0.002,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.012,0.020999999999999998,0.001,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.005,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.012,0.032,0.014,0.092,0.004,0.011,0.002,0.003,0,0,0.001,0.064,0.006,0.001,0.005,kizgin
0.005,0,0.002,0.14100000000000001,0,0,0.003,0.003,0,0,0.002,0.006,0,0,0,kizgin
0.005,0,0.003,0.15,0.004,0,0.003,0.003,0,0.001,0.004,0.01,0,0,0.173,kizgin
0.005,0.001,0.005,0.14300000000000002,0,0,0.003,0.003,0,0,0.002,0.006,0,0,0,kizgin
0.021,0.003,0.005,0.007,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.006,0.003,0.003,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.004,0,0,0,0.033,0.004,0,0,0,0,0,0,kizgin
0.009000000000000001,0.034,0.017,0.006,0,0.015,0,0,0,0,0.014,0.013,0.006,0.001,0,kizgin
0.022,0,0.002,0.094,0,0,0.002,0.003,0,0,0.001,0.01,0,0,0,kizgin
0.028,0.032,0.017,0.007,0,0.011,0,0.01,0,0,0,0.009,0.006,0.001,0,kizgin
0.042,0.006,0.01,0.006,0,0,0,0.02,0,0,0,0,0,0,0,kizgin
0.021,0.004,0.005,0.003,0,0,0,0.014,0,0,0,0,0,0.009,0,kizgin
0.022000000000000002,0.003,0.005,0.003,0,0,0.002,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.012,0.003,0.004,0,0.003,0.01,0,0,0,0,0,0,0,kizgin
0.042,0.006,0.01,0.006,0,0,0,0.02,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.004,0,0,0,0.028999999999999998,0.004,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.047,0.007,0,0,0,0.01,0,0,0,0,0,0.002,0,kizgin
0.016,0.058,0.034,0.015,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.002,0.011,0.013,0.016,0,0,0.007,0.004,0,0,0,0.022000000000000002,0.004,0,0,kizgin
0,0,0.031,0.013,0,0,0,0,0,0,0,0,0,0,0,kizgin
0.005,0,0.004,0.14100000000000001,0,0,0.003,0.003,0,0,0.002,0.006,0,0,0,kizgin
0.001,0.001,0,0,0.001,0,0.005,0,0,0,0,0,0,0,0,kizgin
0.002,0,0.013,0.002,0.001,0,0.005,0.004,0,0,0,0.005,0.004,0,0,kizgin
0.002,0,0.013,0.002,0,0,0.013999999999999999,0.004,0,0.008,0,0.005,0.004,0,0,kizgin
0.002,0,0.017,0.004,0,0,0.005,0.004,0,0,0,0.005,0.004,0,0,kizgin
0.002,0,0.013,0.002,0,0,0.005,0.004,0,0,0,0.005,0.004,0,0,kizgin
0,0.029000000000000005,0,0.014,0.001,0.001,0.002,0.016,0,0,0.057,0.005,0.002,0,0,kizgin
0.002,0.012,0,0.014,0.005,0,0.002,0,0,0,0.001,0.016,0.099,0.03,0,kizgin
0.006,0.01,0.039999999999999994,0.017,0.001,0.057,0,0,0,0,0.023,0.014,0,0,0,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.035,0.07600000000000001,0.007,0.002,0,0,0.001,0.008,0.011,0,0.004,0.107,0.028,0.001,0.005,kizgin
0.025,0.07200000000000001,0.008,0.002,0.001,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.022000000000000002,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.017,0.058,0.007,0.002,0,0,0.001,0.161,0.01,0,0.012,0.009,0.005,0,0.005,kizgin
0.029,0.032,0.023000000000000003,0.007,0,0.011,0,0.163,0,0,0.008,0.009,0.006,0.001,0,kizgin
0.005,0,0,0.004,0.061,0,0,0.153,0.008,0.001,0.01,0.021,0,0,0.005,kizgin
0.001,0,0.005,0.002,0,0.003,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.019000000000000003,0.078,0.012,0.004,0.002,0,0.001,0.008,0.016,0,0.004,0.009,0.005,0,0.01,kizgin
0.017,0.079,0.012,0.002,0.001,0,0.001,0.024,0.01,0,0.061,0.009,0.007,0,0.01,kizgin
0.017,0.078,0.012,0.002,0.001,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0.017,0.076,0.012,0.002,0,0,0.002,0.008,0.01,0,0.004,0.053,0.005,0,0.01,kizgin
0.026000000000000002,0.076,0.019,0.004,0,0,0.003,0.008,0.014,0,0.008,0.013,0.013000000000000001,0,0.01,kizgin
0.017,0.076,0.022000000000000002,0.004,0,0.003,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0.03900000000000001,0.061000000000000006,0.012,0.005,0,0,0.001,0.018000000000000002,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.037000000000000005,0.061000000000000006,0.012,0.005,0,0,0.001,0.018000000000000002,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.017,0.08,0.022000000000000002,0.002,0,0.009,0.001,0.008,0.01,0,0.004,0.009,0.005,0.003,0.01,kizgin
0.017,0.085,0.012,0.002,0,0.001,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0.017,0.078,0.012,0.004,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.011,0,0.004,0.011,0.13,0,0.005,kizgin
0.017,0.08600000000000001,0.012,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0,0,0.026,0.013,0,0,0,0,0,0,0,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.004,0.003,0,0,0.001,0,0.005,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0.001,0,0.002,0,0,0,0.153,0,0,0.019,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.011,0.01,0.003,0.11,0,0.002,0.013,0.09,0.001,0,0.014,0.006,0,0.002,0,kizgin
0.009000000000000001,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.022,0.014,0,0.029,0,0.002,0.011,0.087,0.002,0,0.002,0.098,0.023,0.003,0,kizgin
0.008,0.01,0.001,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0.011,0,0.002,0,kizgin
0.009000000000000001,0.014,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0.004,0.029,0.001,0.002,0.011,0.088,0.001,0,0.005,0.01,0,0.11800000000000001,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0.02,0,0,kizgin
0.022000000000000002,0.003,0.005,0.003,0,0,0,0.014,0,0,0,0,0,0,0,kizgin
0.063,0.007,0.005,0.007,0.014,0.006,0,0.01,0,0,0,0,0.008,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.027000000000000003,0.013000000000000001,0.017,0.007,0.001,0.057,0,0.01,0.028,0,0.023,0.014,0,0,0,kizgin
0.022000000000000002,0.003,0.006,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.006,0,0,0,0.028999999999999998,0.004,0,0,0,0,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0.001,0.001,0,0.003,0.128,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0,0,0.072,0.047,0.001,0.001,0,0,0.006,0,0.001,0.003,0,0,kizgin
0.002,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0.021,0.002,0.003,0.074,0.007,0.003,0.003,0,0,0.001,0.001,0.008,0.14200000000000002,0.008,0,kizgin
0.001,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0.001,0,0,0.151,0,0,0.002,0,0,0.002,0,0.002,0.006,0,0.027,kizgin
0,0,0.001,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0.022,0,0.013,0.011,0,0,0.005,0.004,0,0,0,0.009000000000000001,0.004,0,0,kizgin
0.019,0,0,0.013999999999999999,0,0,0,0,0,0,0,0.004,0,0,0.028,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.019,0,0.053,0.011,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0.008,0,0,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.019,0,0,0.009999999999999998,0,0,0,0.019,0.004,0,0,0.004,0,0,0,kizgin
0.026,0.029,0.012,0.013,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0.005,0,0,0,0,0.01,0.095,0,0.003,0.026,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.017,0,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0.006,0.002,0,0.002,0,0.01,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0,0.001,0,0.004,0,0,0.002,0,0,0,0.002,0.014,0.20600000000000002,0,0,kizgin
0.002,0,0,0,0,0,0,0,0,0,0.001,0.007,0.099,0,0,kizgin
0,0,0,0.002,0,0,0,0,0,0,0.001,0.011,0.099,0,0,kizgin
0,0.003,0,0,0.001,0,0.008,0,0,0,0.001,0.007,0.099,0,0,kizgin
0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.099,0,0,kizgin
0.016,0.078,0.01,0.002,0,0.003,0.015,0.013000000000000001,0.01,0,0.004,0.016,0.025,0,0.005,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.019,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.017,0.08700000000000001,0.012,0.005,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.01,kizgin
0.014,0.037000000000000005,0.002,0,0,0,0.014,0,0.005,0.001,0.001,0.098,0.023,0.001,0.006,kizgin
0,0.022,0.006,0,0,0.003,0.014,0.009000000000000001,0,0,0,0.007,0.02,0.009,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.020999999999999998,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.016,0.058,0.007,0.002,0,0,0.001,0.008,0.011,0,0.004,0.011,0.13,0,0.005,kizgin
0.016,0.063,0.009000000000000001,0.002,0,0.004,0.001,0.008,0.01,0,0.018000000000000002,0.013,0.005,0,0.005,kizgin
0.014,0.004,0,0,0,0,0,0,0.001,0,0,0.098,0.023,0.001,0,kizgin
0.014,0.022,0,0,0,0.002,0,0,0.001,0,0,0.098,0.023,0.001,0,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.021,0.07300000000000001,0.007,0.016,0.004,0.014,0.001,0.008,0.01,0,0.004,0.013,0.005,0,0.049999999999999996,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.004,0.002,0.004,0,0.004,0,0,0.019,0,0,0.112,0,0.003,0,0,kizgin
0.008,0.015,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.005,0.002,0,0.078,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0.005,kizgin
0,0.02,0.007,0,0,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.014,0.004,0,0,0.003,0,0,0,0.001,0,0,0.098,0.023,0.001,0,kizgin
0.015,0.004,0.001,0,0.001,0,0,0,0.009000000000000001,0,0,0.098,0.023,0.001,0,kizgin
0.015,0.014,0.001,0,0,0,0,0,0.001,0,0,0.098,0.023,0.004,0,kizgin
0.018000000000000002,0.01,0.003,0.002,0,0,0,0.004,0.001,0,0.004,0.098,0.023,0.001,0,kizgin
0.016,0.004,0.013,0.002,0,0,0.005,0.004,0.001,0,0,0.10300000000000001,0.027,0.001,0,kizgin
0.014,0.005,0,0,0,0.003,0,0.015,0.001,0,0,0.098,0.032,0.001,0,kizgin
0.011,0.029,0.012,0.004,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.029,0.013000000000000001,0.004,0.001,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.071,0.014,0.018000000000000002,0,0.011,0.016,0,0.005,0.001,0.001,0.016,0.131,0.001,0.006,kizgin
0.009000000000000001,0.029,0.012,0.004,0.004,0.011,0.018,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.029,0.012,0.004,0,0.011,0.001,0,0,0,0,0.053,0.006,0.001,0,kizgin
0.022000000000000002,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.022000000000000002,0.082,0.008,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0.003,0.005,kizgin
0.021,0.07200000000000001,0.007,0.002,0.002,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.024,0.07300000000000001,0.008,0.011,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.021,0.008,0.005,0.005,0,0,0,0.01,0,0.004,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.042,0.006,0.01,0.006,0,0,0,0.02,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0.056,0.002,0,0,0,0,kizgin
0.022000000000000002,0.003,0.012,0.003,0.012,0,0,0.01,0,0,0,0,0,0.006,0,kizgin
0.042,0.005,0.005,0.005,0.007,0.003,0,0.01,0,0,0,0,0.004,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.022000000000000002,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0,0,0,0,0,kizgin
0.021,0.003,0.005,0.003,0,0,0,0.01,0,0,0.011,0,0,0,0,kizgin
0.003,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.008,0.029,0.016,0.004,0.001,0.011,0,0.154,0,0,0.011,0.019,0.006,0.117,0,kizgin
0.002,0,0.004,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.157,0,0,0.032,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.002,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.022000000000000002,0.002,0,0.002,0.007,0.003,0,0.153,0,0,0.008,0,0.004,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.008,0.029,0.012,0.004,0,0.011,0,0.153,0,0,0.008,0.009,0.006,0.001,0,kizgin
0.002,0,0,0.007,0,0,0,0.153,0,0,0.008,0,0,0,0.027,kizgin
0.026,0.029,0.012,0.013,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0.039999999999999994,0.058,0.007,0.011,0,0,0.001,0.008,0.01,0,0.004,0.013,0.005,0,0.005,kizgin
0.026,0.029,0.012,0.013,0.003,0.011,0.001,0,0,0,0,0.07500000000000001,0.006,0.001,0.005,kizgin
0.02,0,0,0.009,0,0,0,0,0,0,0,0.004,0.008,0,0,kizgin
0.008,0.03,0.003,0.029,0,0.005,0.025,0.092,0.001,0,0.002,0.007,0.02,0.002,0,kizgin
0.006,0.024,0.003,0.002,0,0.015,0.014,0.005,0,0.004,0,0.011,0.02,0,0,kizgin
0.016,0.078,0.01,0.002,0,0.003,0.015,0.013000000000000001,0.01,0,0.004,0.016,0.025,0,0.005,kizgin
0.007,0.021,0.003,0,0.002,0.003,0.014,0.005,0.001,0,0,0.009000000000000001,0.145,0,0,kizgin
0,0,0.004,0.007,0,0,0,0,0,0,0.001,0.007,0.099,0,0,kizgin
0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.099,0,0,kizgin
0.003,0.002,0.002,0.081,0,0,0.002,0.003,0,0.005,0.005,0.02,0.099,0.003,0,kizgin
0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.099,0,0,kizgin
0.001,0.001,0.004,0,0,0,0,0,0.001,0,0.001,0.009000000000000001,0.224,0.003,0,kizgin
0,0.001,0.001,0.031,0.004,0,0.002,0,0,0,0.001,0.007,0.099,0,0,kizgin
0.003,0.009,0,0,0,0.011,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0.005,0,0.003,0,0.004,0.01,0.11800000000000001,0,0.003,0,0,0,0.01,0,0,kizgin
0.011,0.01,0,0.029,0,0.012,0.106,0.087,0.004,0,0.002,0,0.006,0.002,0,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0.003,0,0,0,0.001,0.01,0.095,0,0.003,0.03,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.109,0,0.003,0,0,0,0.006,0,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.01,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.014,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.027,0.029,0.038,0.026,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0.027,0.029,0.038,0.026,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0.007,0.04,0.012,0.004,0,0.012,0,0.016,0.001,0,0.057,0.011,0.133,0.001,0,kizgin
0,0,0,0,0,0,0,0,0.001,0,0,0.002,0.125,0,0,kizgin
0.001,0.001,0,0,0.003,0,0,0,0.001,0,0,0.002,0.125,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0,0,0.074,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0.001,0,0.16399999999999998,0.004,0,0.004,0,0,0.002,0,0.002,0.006,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0.008,0.029,0.015000000000000003,0.006,0.001,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.025,0.07600000000000001,0.008,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.017,0.076,0.012,0.002,0,0,0.001,0.008,0.01,0.026,0.004,0.009,0.005,0,0.01,kizgin
0.007,0.029,0.012,0.005,0,0.011,0,0.019,0.004,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.029,0.012,0.004,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.017,0.08499999999999999,0.012,0.016,0,0,0.003,0.008,0.01,0.026,0.004,0.013999999999999999,0.005,0,0.01,kizgin
0.018000000000000002,0.076,0.012,0.002,0,0,0.001,0.008,0.01,0.026,0.004,0.009,0.005,0,0.01,kizgin
0.005,0,0.002,0.14100000000000001,0,0,0.003,0.003,0,0,0.002,0.006,0,0,0,kizgin
0,0.02,0.003,0,0,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.022,0.023000000000000003,0,0.029,0.002,0.031,0.011,0.087,0.002,0,0.002,0.098,0.023,0.003,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.023,0,kizgin
0.023,0,0,0.009,0,0,0,0,0,0,0,0.004,0,0,0,kizgin
0.009000000000000001,0.045,0.002,0.029,0,0.002,0.025,0.24,0.005,0.002,0.013999999999999999,0,0,0.002,0.134,kizgin
0.016,0.058,0.007,0.002,0,0,0.001,0.008,0.011,0.056,0.006,0.011,0.13,0,0.005,kizgin
0.003,0.035,0.004,0.081,0,0,0.016,0.003,0.004,0.001,0.002,0.006,0,0,0.006,kizgin
0,0.033,0.007,0,0,0,0.014,0,0.004,0.001,0.001,0,0,0,0.006,kizgin
0,0.02,0.004,0,0,0.003,0.014,0.005,0.001,0,0,0.009000000000000001,0.145,0,0,kizgin
0.004,0.009000000000000001,0.003,0.002,0,0,0,0.004,0,0.005,0.008,0.014,0.099,0.003,0,kizgin
0.017,0.060000000000000005,0.007,0.004,0,0,0.001,0.008,0.01,0.004,0.004,0.009,0.005,0,0.005,kizgin
0.026000000000000002,0.069,0.007,0.004,0,0.011,0.096,0.008,0.013000000000000001,0,0.004,0.009,0.011,0,0.005,kizgin
0.02,0.061000000000000006,0.013000000000000001,0.017,0,0.003,0.006,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.052000000000000005,0.082,0.012,0.004,0.007,0.003,0.001,0.008,0.011,0,0.004,0.107,0.032,0.001,0.01,kizgin
0.001,0.003,0,0.001,0,0,0,0,0,0.005,0.003,0.056,0.02,0.003,0,kizgin
0.018000000000000002,0.060000000000000005,0.01,0.004,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.001,0,0.001,0,0,0.003,0,0.184,0,0,0.008,0,0,0,0,kizgin
0.001,0,0.004,0.002,0,0,0,0.153,0,0,0.008,0.015,0,0,0,kizgin
0.001,0,0.002,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0.006,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.001,0,0,0,0,0,0,0.153,0,0,0.008,0,0,0,0,kizgin
0.007,0.029,0.012,0.004,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0,0.02,0.003,0,0,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.007,0.029,0.017,0.006,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0,0.033,0.002,0,0,0,0.014,0,0.004,0.001,0.001,0,0,0,0.006,kizgin
0.019,0,0.004,0.013,0,0,0,0,0,0,0,0.008,0,0,0,kizgin
0,0.036000000000000004,0.002,0,0,0,0.014,0,0.004,0.001,0.001,0,0,0,0.006,kizgin
0.001,0.044,0.004,0,0.001,0,0.014,0,0.004,0.001,0.001,0.004,0,0.003,0.006,kizgin
0,0.033,0.002,0,0,0,0.015,0,0.004,0.001,0.001,0.044,0,0,0.006,kizgin
0.002,0,0.004,0,0,0,0,0.306,0,0,0.016,0,0.004,0,0,kizgin
0.001,0.02,0.003,0,0,0.003,0.014,0.158,0.001,0,0.05,0.009000000000000001,0.145,0,0,kizgin
0.008,0.01,0,0.034,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.002,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0.008,0.01,0,0.029,0,0.008,0.011,0.087,0.001,0,0.002,0,0,0.002,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0.003,0.003,0.075,0.003,0,0.001,0.004,0,0.025,0,0.001,0.003,0,0,kizgin
0.001,0,0,0.078,0,0,0.003,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.008,0.003,0,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0,0.001,0.003,0.072,0,0,0.001,0,0,0.001,0,0.001,0.003,0,0,kizgin
0.008,0.001,0,0.072,0,0.01,0.096,0,0.003,0.001,0,0.001,0.009000000000000001,0,0,kizgin
0,0.02,0.003,0,0,0.003,0.014,0.006,0,0,0.005,0.017,0.02,0.059,0,kizgin
0.021,0.032,0.008,0.017,0,0.003,0.016,0.015,0,0,0,0.012,0.02,0,0,kizgin
0.024999999999999998,0.031,0.012,0.05499999999999999,0.023,0.011,0,0.023,0,0.001,0.112,0.009,0.01,0.036000000000000004,0.006,kizgin
0.018,0.02,0.003,0.051,0.023,0.003,0.014,0.025,0,0.001,0,0.007,0.021,0.035,0.006,kizgin
0,0.02,0.003,0.004,0,0.003,0.020000000000000004,0.005,0,0,0,0.007,0.02,0,0,kizgin
0,0.02,0.003,0,0,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.007,0.029,0.018000000000000002,0.006,0,0.011,0,0,0,0,0.011,0.013,0.006,0.001,0,kizgin
0,0.02,0.003,0,0,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.007,0.031,0.012,0.004,0,0.011,0,0.019,0,0,0.112,0.009,0.009000000000000001,0.001,0,kizgin
0.003,0.02,0.009000000000000001,0.081,0,0.003,0.016,0.008,0,0,0.001,0.013000000000000001,0.02,0,0,kizgin
